tab_col_dv_vs_id;datavault;source_name;source;src_name;src_name_in_bk;system_src_name_in_bk;record_src_name;src_short_name;src_physical_schema;stg_physical_schema;dv_physical_schema;cdc_physical_schema;ini_physical_schema;src_table_name;stg_table_name;stg_table_short_name;stg_table_abbreviated_name;record_src_value;dv_table_name;dv_table_type;src_table_comment;src_column_name;src_column_order;stg_column_name;dv_column_name;dv_column_order;dv_column_type;dv_driving_key;src_column_data_type;dv_column_data_type;dv_data_type_null_value;dv_data_type_unknown_value;dv_table_type_description;src_column_data_length;dv_column_data_length;src_column_data_precision;dv_column_data_precision;src_column_data_scale;dv_column_data_scale;src_column_comment;dv_linked_tables;dv_vs_id;dv_id;tab_dv_vs_id;dv_linked_hub_name;src_linked_table;stg_linked_table;src_linked_column;src_table_filter_expression;bv_vs_id;bv_physical_schema;bv_table_type;bv_table_type_description;bv_table_name;bv_column_name;bv_column_data_type;bv_column_data_length;bv_column_data_precision;bv_column_data_scale
34968;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;HUB_CUSTOMERS;HUB;"";;;CUSTOMERS_HKEY;CUSTOMERS_HKEY;1;OBJECT_H_KEY;false;;VARCHAR;0;~?~;Hubs;;40.0000000000000000;;;;;;;44;27;3615;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_CUSTOMERS;CUSTOMERS_HKEY;VARCHAR;40.0000000000000000;;
34969;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;HUB_CUSTOMERS;HUB;"";;;LOAD_DATE;LOAD_DATE;2;LOAD_TIMESTAMP;false;;TIMESTAMP_NTZ;01/01/2999 00:00:00;01/01/2899 00:00:00;Hubs;;;;;;;;;44;27;3615;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_CUSTOMERS;LOAD_DATE;TIMESTAMP_NTZ;;;
34970;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;HUB_CUSTOMERS;HUB;"";;;LOAD_CYCLE_ID;LOAD_CYCLE_ID;3;LOAD_CYCLE_ID;false;;INTEGER;-2147483648;-2147483647;Hubs;;;;;;;;;44;27;3615;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_CUSTOMERS;LOAD_CYCLE_ID;INTEGER;;;
34971;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;HUB_CUSTOMERS;HUB;"";;;;SRC_BK;4;SOURCE_SYSTEM_NAME;false;;VARCHAR;0;~?~;Hubs;;;;;;;;;44;27;3615;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_CUSTOMERS;SRC_BK;VARCHAR;;;
34972;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;HUB_CUSTOMERS;HUB;"";NAME;1;NAME_BK;NAME_BK;20;BUSINESS_KEY;false;VARCHAR;VARCHAR;0;~?~;Hubs;;1500;;;;;;;44;27;3615;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_CUSTOMERS;NAME_BK;VARCHAR;1500;;
34979;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;SALES_TRANSACTIONS;SALES_TRANSACTIONS;SALESTRANSACTIONS;SALES_TRANSACTIONS;DT.SALES_TRANSACTIONS;HUB_SALES_TRANSACTIONS;HUB;"";;;SALES_TRANSACTIONS_HKEY;SALES_TRANSACTIONS_HKEY;1;OBJECT_H_KEY;false;;VARCHAR;0;~?~;Hubs;;40.0000000000000000;;;;;;;44;27;3617;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_SALES_TRANSACTIONS;SALES_TRANSACTIONS_HKEY;VARCHAR;40.0000000000000000;;
34980;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;SALES_TRANSACTIONS;SALES_TRANSACTIONS;SALESTRANSACTIONS;SALES_TRANSACTIONS;DT.SALES_TRANSACTIONS;HUB_SALES_TRANSACTIONS;HUB;"";;;LOAD_DATE;LOAD_DATE;2;LOAD_TIMESTAMP;false;;TIMESTAMP_NTZ;01/01/2999 00:00:00;01/01/2899 00:00:00;Hubs;;;;;;;;;44;27;3617;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_SALES_TRANSACTIONS;LOAD_DATE;TIMESTAMP_NTZ;;;
34981;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;SALES_TRANSACTIONS;SALES_TRANSACTIONS;SALESTRANSACTIONS;SALES_TRANSACTIONS;DT.SALES_TRANSACTIONS;HUB_SALES_TRANSACTIONS;HUB;"";;;LOAD_CYCLE_ID;LOAD_CYCLE_ID;3;LOAD_CYCLE_ID;false;;INTEGER;-2147483648;-2147483647;Hubs;;;;;;;;;44;27;3617;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_SALES_TRANSACTIONS;LOAD_CYCLE_ID;INTEGER;;;
34982;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;SALES_TRANSACTIONS;SALES_TRANSACTIONS;SALESTRANSACTIONS;SALES_TRANSACTIONS;DT.SALES_TRANSACTIONS;HUB_SALES_TRANSACTIONS;HUB;"";;;;SRC_BK;4;SOURCE_SYSTEM_NAME;false;;VARCHAR;0;~?~;Hubs;;;;;;;;;44;27;3617;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_SALES_TRANSACTIONS;SRC_BK;VARCHAR;;;
34983;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;SALES_TRANSACTIONS;SALES_TRANSACTIONS;SALESTRANSACTIONS;SALES_TRANSACTIONS;DT.SALES_TRANSACTIONS;HUB_SALES_TRANSACTIONS;HUB;"";TRANSACTION_ID;1;TRANSACTION_ID_BK;TRANSACTION_ID_BK;20;BUSINESS_KEY;false;VARCHAR;VARCHAR;0;~?~;Hubs;;1500;;;;;;;44;27;3617;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_SALES_TRANSACTIONS;TRANSACTION_ID_BK;VARCHAR;1500;;
34990;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;PRODUCTS;PRODUCTS;PRODUCTS;PRODUCTS;DT.PRODUCTS;HUB_PRODUCTS;HUB;"";;;PRODUCTS_HKEY;PRODUCTS_HKEY;1;OBJECT_H_KEY;false;;VARCHAR;0;~?~;Hubs;;40.0000000000000000;;;;;;;44;27;3619;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_PRODUCTS;PRODUCTS_HKEY;VARCHAR;40.0000000000000000;;
34991;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;PRODUCTS;PRODUCTS;PRODUCTS;PRODUCTS;DT.PRODUCTS;HUB_PRODUCTS;HUB;"";;;LOAD_DATE;LOAD_DATE;2;LOAD_TIMESTAMP;false;;TIMESTAMP_NTZ;01/01/2999 00:00:00;01/01/2899 00:00:00;Hubs;;;;;;;;;44;27;3619;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_PRODUCTS;LOAD_DATE;TIMESTAMP_NTZ;;;
34992;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;PRODUCTS;PRODUCTS;PRODUCTS;PRODUCTS;DT.PRODUCTS;HUB_PRODUCTS;HUB;"";;;LOAD_CYCLE_ID;LOAD_CYCLE_ID;3;LOAD_CYCLE_ID;false;;INTEGER;-2147483648;-2147483647;Hubs;;;;;;;;;44;27;3619;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_PRODUCTS;LOAD_CYCLE_ID;INTEGER;;;
34993;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;PRODUCTS;PRODUCTS;PRODUCTS;PRODUCTS;DT.PRODUCTS;HUB_PRODUCTS;HUB;"";;;;SRC_BK;4;SOURCE_SYSTEM_NAME;false;;VARCHAR;0;~?~;Hubs;;;;;;;;;44;27;3619;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_PRODUCTS;SRC_BK;VARCHAR;;;
34994;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;PRODUCTS;PRODUCTS;PRODUCTS;PRODUCTS;DT.PRODUCTS;HUB_PRODUCTS;HUB;"";PRODUCT_ID;1;PRODUCT_ID_BK;PRODUCT_ID_BK;20;BUSINESS_KEY;false;VARCHAR;VARCHAR;0;~?~;Hubs;;1500;;;;;;;44;27;3619;;;;;;40;DV_BV;BVV_HUB;Business View Hubs;HUB_PRODUCTS;PRODUCT_ID_BK;VARCHAR;1500;;
35001;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";;;CUSTOMERS_HKEY;CUSTOMERS_HKEY;1;OBJECT_H_KEY;false;;VARCHAR;0;~?~;Satellites on Hubs;;40.0000000000000000;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;CUSTOMERS_HKEY;VARCHAR;40.0000000000000000;;
35002;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";;;LOAD_DATE;LOAD_DATE;2;LOAD_TIMESTAMP;false;;TIMESTAMP_NTZ;01/01/2999 00:00:00;01/01/2899 00:00:00;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;LOAD_DATE;TIMESTAMP_NTZ;;;
35003;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";;;LOAD_CYCLE_ID;LOAD_CYCLE_ID;3;LOAD_CYCLE_ID;false;;INTEGER;-2147483648;-2147483647;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;LOAD_CYCLE_ID;INTEGER;;;
35004;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";;;HASH_DIFF;HASH_DIFF;4;HASH_DIFF;false;;VARCHAR;0;~?~;Satellites on Hubs;;40.0000000000000000;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;HASH_DIFF;VARCHAR;40.0000000000000000;;
35005;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";;;DELETE_FLAG;DELETE_FLAG;5;DELETE_FLAG;false;;VARCHAR;0;~?~;Satellites on Hubs;;1;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;DELETE_FLAG;VARCHAR;1;;
35006;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";;;CDC_SIMULATED;CDC_SIMULATED;6;TRANS_INDICATOR;false;;TIMESTAMP_NTZ;01/01/2999 00:00:00;01/01/2899 00:00:00;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;CDC_SIMULATED;TIMESTAMP_NTZ;;;
35007;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";CITY;2;CITY;CITY;10;OTHER_ATTR;false;VARCHAR;VARCHAR;0;~?~;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;CITY;VARCHAR;;;
35008;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";EMAIL;4;EMAIL;EMAIL;7;OTHER_ATTR;false;VARCHAR;VARCHAR;0;~?~;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;EMAIL;VARCHAR;;;
35009;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";LICENSE_PLATE;3;LICENSE_PLATE;LICENSE_PLATE;8;OTHER_ATTR;false;VARCHAR;VARCHAR;0;~?~;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;LICENSE_PLATE;VARCHAR;;;
35010;DV(DVCOL)-Four(4);TEST_FMC;TEST_FMC - add table(5);TEST_FMC - add table(5);DT;DT;DT;DTA;DEMO_SCHEMA;TEST_FMC_STG;DV_FL;DEMO_SCHEMA;DEMO_SCHEMA;CUSTOMERS;CUSTOMERS;CUSTOMERS;CUSTOMERS;DT.CUSTOMERS;SAT_DTA_CUSTOMERS;SAT;"";NAME;1;NAME;NAME;9;PRIMARY_KEY;false;VARCHAR;VARCHAR;0;~?~;Satellites on Hubs;;;;;;;;HUB_CUSTOMERS;44;27;3621;;;;;;40;DV_BV;BVV_SAT;Business View Satellites on Hubs;SAT_DTA_CUSTOMERS;NAME;VARCHAR;;;
